,text,label
1009,"Vaccines are the best defence against catching COVID-19 and passing it on – so please come forward if you are eligible for a vaccine or a booster, and take up the jab as soon as you are offered.",1
3951,Thursday 18 March 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: Surveillance indicators suggest that at a national level COVID-19 activity continued to decrease across the majority of indicators in week 10 of 2021.,0
5220,"This includes investing in improved ventilation, increasing the use of direct payments – which are offered to people with eligible social care needs so they have choice and control over their care and support arrangements – or paying for COVID-19 sickness and self-isolation pay for staff.",0
2889,"We also have a responsibility with regard to the very principles of multilateralism, of which we are the guardians.",0
17746,Case rates have fallen across all age groups.,0
3177,"We work in all these areas, in the full conviction that international cooperation brings us progress.",0
2504,We welcome the extension of the United Nations mechanism for humanitarian assistance delivered to north-western Syria via Turkey for another 12 months.,0
1888,Clearly assistance alone cannot meet the needs of a continent of more than 1 billion people where a great deal is yet to be built.,0
2201,"Corruption fuels inequality, siphons off a nation’s resources, spreads across borders and generates human suffering.",1
4984,"The new approach reflects similar changes made this time last year in January 2021, when there was also a high prevalence of infection meaning it was highly likely that a positive LFD COVID-19 result was a true positive.",0
9817,The political declaration adopted by the High-level Political Forum on sustainable development reminds us that accelerated action depends on accessible means of implementation.,0
